"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Class"
-118.43,147200,348,37,1269,"A",335,1835,32.583,34.26,3
-118.44,139600,187,35,777,"A",186,1022,3.4,34.27,3
-118.43,140900,172,43,729,"A",174,935,29.519,34.26,3
-118.42,148100,341,37,1545,"A",352,1909,36.791,34.25,3
-118.43,143100,335,35,1447,"A",306,1630,29.205,34.25,3
-118.42,136400,521,26,1788,"A",484,2582,21.062,34.26,3
-118.41,136100,205,38,870,"A",222,1065,25.313,34.26,3
-118.42,143300,221,36,973,"A",218,1086,34.519,34.26,3
-118.42,138600,424,37,1789,"A",411,2279,3.9,34.26,3
-118.41,137900,203,38,858,"A",204,1250,29.219,34.27,3
-118.42,124000,702,35,2700,"A",679,3444,14.867,34.27,3
-118.4,154300,872,13,4379,"A",853,2560,42.538,34.26,3
-118.4,134200,497,13,1872,"A",432,1927,22.019,34.25,3
-118.41,137500,84,19,280,"A",87,483,1.95,34.25,3
-118.41,143100,192,33,827,"A",184,981,26.429,34.25,3
-118.41,153800,259,36,1146,"A",272,1173,36.016,34.25,3
-118.41,157100,857,18,3447,"A",817,3663,32.284,34.25,3
-118.42,163700,548,17,2049,"A",541,2243,2.525,34.24,3
-118.42,145200,331,36,1430,"A",312,1502,36.292,34.25,3
-118.43,157400,515,34,2657,"A",532,1948,4.233,34.32,3
-118.43,235600,920,18,5891,"A",911,2882,5.901,34.33,2
-118.44,211600,1286,14,6235,"A",1190,3568,41.724,34.32,2
-118.42,163200,1443,19,6755,"A",1395,4205,39.583,34.31,2
-118.42,180300,712,29,3334,"A",718,2919,36.548,34.3,3
-118.41,203400,1105,18,6572,"A",1067,3473,52.987,34.32,2
-118.41,187400,569,28,3187,"A",559,2205,51.668,34.3,3
-118.42,156000,604,30,3027,"A",590,1970,43.409,34.32,3
-118.44,154300,941,14,4151,"A",915,3163,40.301,34.31,2
-118.44,160100,822,22,3182,"A",746,2661,27.472,34.31,3
-118.44,155500,314,38,1595,"A",327,1181,3.4,34.3,3
-118.45,182500,358,9,1739,"A",323,820,40.556,34.31,3
-118.45,189400,641,23,3481,"A",682,1952,4.26,34.32,3
-118.46,194100,1112,10,5777,"A",1056,2917,41.514,34.32,2
-118.45,173100,287,28,1532,"A",275,977,44.773,34.31,3
-118.46,158500,476,32,2424,"A",419,2291,40.337,34.3,3
-118.46,218200,601,24,2920,"A",598,1460,42.708,34.31,3
-118.47,325200,518,13,2664,"A",521,1468,48.988,34.32,3
-118.48,270100,395,9,2384,"A",402,1697,60.891,34.33,3
-118.48,172400,256,31,1091,"A",238,892,3,34.31,3
-118.47,192200,551,16,2495,"A",567,2314,36.736,34.3,3
-118.46,183300,890,24,3668,"A",810,3151,30.526,34.29,3
-118.47,190000,987,18,4256,"A",955,3401,42.935,34.29,2
-118.49,431800,611,26,4516,"A",581,1714,92.873,34.29,3
-118.49,319400,389,27,2535,"A",386,1071,68.695,34.28,3
-118.49,285500,585,31,3508,"A",588,1957,66.458,34.28,3
-118.49,356300,145,25,1024,"A",147,357,70.598,34.31,3
-118.52,374000,976,18,7498,"A",955,3189,81.248,34.32,2
-118.51,344000,868,24,6145,"A",875,2710,75.078,34.3,2
-118.51,301700,653,29,4239,"A",631,1890,63.911,34.28,3
-118.51,319300,194,29,1287,"A",187,525,64.171,34.29,3
-118.52,474600,320,28,2272,"A",312,868,77.464,34.29,3
-118.52,450700,621,17,4542,"A",597,2144,88.467,34.3,3
-118.45,160200,919,35,4085,"A",906,3988,34.812,34.3,3
-118.54,377200,780,18,5481,"A",764,2477,67.248,34.28,3
-118.54,500001,999,10,7665,"A",998,3517,108.805,34.28,2
-118.54,376200,622,22,4423,"A",582,1995,82.159,34.3,3
-118.57,341200,1151,4,6995,"A",1089,2907,70.808,34.29,2
-118.45,152000,332,38,1527,"A",340,1303,35.714,34.28,3
-118.46,217600,302,23,1663,"A",283,1242,55.931,34.28,3
-118.47,222900,264,33,1549,"A",289,881,51.408,34.27,3
-118.48,227100,368,35,2132,"A",341,1128,53.107,34.28,3
-118.48,226700,274,35,1511,"A",254,873,55.608,34.28,3
-118.47,192400,282,17,1444,"A",270,523,27.353,34.27,3
-118.47,220600,185,35,1150,"A",178,741,5.741,34.27,3
-118.48,223700,222,34,1231,"A",222,702,49.323,34.27,3
-118.48,216800,449,33,2649,"A",437,1303,49.955,34.27,3
-118.45,185800,229,33,1194,"A",230,839,3.705,34.27,3
-118.45,195900,300,35,1579,"A",265,1012,51.296,34.27,3
-118.46,179700,282,30,1576,"A",284,1004,48.015,34.27,3
-118.46,172300,463,28,1865,"A",440,1182,26.193,34.27,3
-118.44,158100,275,36,1111,"A",266,1333,35.347,34.27,3
-118.44,142400,419,29,1701,"A",371,1616,33.603,34.27,3
-118.45,195600,311,35,1724,"A",315,992,48.359,34.26,3
-118.45,204600,270,36,1453,"A",275,808,43.839,34.25,3
-118.45,209600,300,35,1637,"A",302,894,4.175,34.26,3
-118.46,210300,247,33,1358,"A",235,738,50.947,34.26,3
-118.46,217100,254,36,1394,"A",262,761,49.485,34.26,3
-118.46,224200,433,33,2202,"A",407,1135,42.143,34.25,3
-118.46,208600,422,32,2217,"A",427,1064,36.989,34.25,3
-118.47,199200,289,34,1300,"A",291,650,38.875,34.26,3
-118.47,218400,344,35,1898,"A",347,1123,55.792,34.26,3
-118.48,238000,296,36,1770,"A",304,938,5.749,34.26,3
-118.49,239900,468,27,2722,"A",419,1164,46.591,34.26,3
-118.47,195700,399,34,1732,"A",401,1120,41.492,34.25,3
-118.48,195300,395,36,1951,"A",375,1040,51.619,34.25,3
-118.48,216900,276,35,1442,"A",268,795,49.688,34.25,3
-118.48,223300,335,35,1865,"A",337,1074,51.068,34.25,3
-118.49,232900,383,33,2088,"A",362,960,43.333,34.25,3
-118.49,225900,815,34,4877,"A",781,2521,55.714,34.27,3
-118.49,236200,527,33,3047,"A",507,1578,4.58,34.27,3
-118.5,221600,390,35,2235,"A",416,1148,4.869,34.27,3
-118.51,243800,565,34,3580,"A",524,1694,54.065,34.28,3
-118.52,379600,271,33,1975,"A",287,801,78.193,34.28,3
-118.51,222500,771,34,3787,"A",738,1966,4.055,34.27,3
-118.51,252100,429,36,2276,"A",419,1001,41.042,34.27,3
-118.52,271200,538,36,3204,"A",499,1499,55.649,34.27,3
-118.53,329200,298,32,1931,"A",314,948,53.847,34.27,3
-118.54,311800,838,22,5303,"A",807,2372,56.912,34.26,3
-118.54,348200,300,28,2309,"A",302,931,67.415,34.27,3
-118.53,320500,305,33,1927,"A",293,896,5.634,34.27,3
-118.54,500001,592,23,4960,"A",586,1929,109.052,34.26,3
-118.55,445400,536,21,4018,"A",529,1508,8.203,34.26,3
-118.55,352800,661,25,4919,"A",625,2183,81.356,34.27,3
-118.5,237300,510,33,2831,"A",504,1340,48.316,34.26,3
-118.52,254200,2139,21,8850,"A",1979,4717,37.816,34.26,2
-118.51,332500,354,29,2472,"A",397,1109,55.433,34.26,3
-118.52,290900,1664,11,7849,"A",1500,3561,46.625,34.25,2
-118.49,261300,1872,25,8389,"A",1747,4483,35.497,34.26,2
-118.49,258000,712,28,4054,"A",746,2164,5,34.25,3
-118.57,500001,845,20,7384,"A",872,2795,96.047,34.27,2
-118.59,357100,1131,20,8146,"A",1054,3562,7.167,34.26,2
-118.61,375900,895,17,5406,"A",882,2337,60.137,34.24,3
-118.63,277200,924,9,4759,"A",915,1884,48.333,34.24,3
-118.62,262100,1653,15,10860,"A",1581,4178,63.249,34.26,2
-118.6,271500,1070,18,6154,"A",1034,3010,56.392,34.26,2
-118.61,276600,1506,16,8295,"A",1451,3903,55.111,34.25,2
-118.63,277600,225,18,1376,"A",205,670,65.146,34.22,3
-118.64,333700,410,25,2762,"A",439,1166,68.643,34.22,3
-118.66,350000,142,18,897,"A",110,263,61.288,34.23,3
-118.61,327300,572,26,3727,"A",530,1724,61.419,34.23,3
-118.61,333700,758,24,5256,"A",780,2474,73.252,34.22,3
-118.6,230300,2355,19,8866,"A",2194,5005,32.564,34.23,2
-118.59,254500,1525,17,6592,"A",1463,4459,30.347,34.23,2
-118.56,500001,243,31,1962,"A",242,697,8.565,34.25,3
-118.56,500001,362,23,2980,"A",378,1208,81.714,34.24,3
-118.57,273100,778,34,5098,"A",778,2239,56.149,34.25,3
-118.58,236900,647,26,3239,"A",590,1529,32.426,34.24,3
-118.59,193300,2387,15,9716,"A",2225,4992,36.231,34.25,2
-118.57,419900,609,20,4679,"A",609,1945,87.471,34.25,3
-118.58,280800,769,23,4883,"A",725,2119,5.521,34.25,3
-118.56,248400,529,36,3215,"A",539,1710,55.126,34.23,3
-118.56,221800,432,36,2406,"A",454,1242,46.944,34.23,3
-118.57,221900,648,22,3275,"A",585,1746,49.676,34.23,3
-118.58,230200,773,29,3907,"A",727,2037,41.023,34.23,3
-118.59,168800,1209,14,4407,"A",1128,2676,34.091,34.23,2
-118.58,234900,314,35,1917,"A",340,1019,48.929,34.23,3
-118.58,230400,339,35,1969,"A",340,950,4.875,34.22,3
-118.59,229000,1464,17,6015,"A",1347,3056,40.077,34.22,2
-118.51,500001,558,24,4338,"A",549,1514,88.612,34.25,3
-118.51,483500,664,31,5297,"A",657,1986,86.454,34.24,3
-118.51,477200,448,36,3324,"A",423,1190,72.772,34.23,3
-118.52,418500,949,6,3218,"A",876,2295,30.926,34.24,3
-118.52,472200,210,35,1471,"A",219,735,83.841,34.23,3
-118.53,323100,1537,20,6331,"A",1509,2957,33.892,34.25,2
-118.54,264000,1164,24,4631,"A",1083,2360,30.977,34.24,2
-118.53,275300,719,24,2718,"A",644,3018,29.076,34.24,3
-118.54,232900,601,35,3422,"A",574,1690,4.375,34.23,3
-118.53,230400,543,27,2131,"A",528,1065,32.404,34.23,3
-118.54,322200,378,26,2639,"A",401,1191,62.788,34.25,3
-118.55,407500,1082,21,5751,"A",1016,2230,43.458,34.24,2
-118.55,245100,1018,25,4409,"A",1010,4579,28.727,34.23,2
-118.51,454400,918,27,4580,"A",850,2252,47.926,34.23,3
-118.52,318100,1101,21,4617,"A",1031,2891,32.289,34.22,2
-118.53,240000,984,32,4039,"A",941,2675,30.321,34.23,3
-118.54,211600,513,34,2193,"A",497,1299,36.187,34.22,3
-118.54,241400,342,29,1753,"A",333,1318,4.125,34.23,3
-118.45,212300,380,34,2094,"A",380,1207,52.801,34.25,3
-118.46,170700,1160,11,5363,"A",1034,2783,38.583,34.24,2
-118.47,238900,477,21,2692,"A",456,1330,45.417,34.25,3
-118.47,255400,661,19,2405,"A",621,1855,23.111,34.24,3
-118.48,267600,412,32,2621,"A",414,1285,66.537,34.24,3
-118.49,253900,470,30,2871,"A",458,1335,50.232,34.25,3
-118.49,244200,446,35,2707,"A",445,1224,52.939,34.24,3
-118.49,262300,316,34,1971,"A",307,917,60.965,34.24,3
-118.5,241100,389,32,2333,"A",331,969,48.164,34.25,3
-118.5,257300,380,32,2411,"A",344,1040,6.155,34.25,3
-118.5,315300,412,34,2634,"A",423,1114,59.401,34.24,3
-118.5,319000,573,26,3082,"A",586,1590,45.167,34.23,3
-118.49,242300,683,32,4373,"A",693,2040,52.668,34.23,3
-118.49,238200,314,30,1756,"A",288,899,50.325,34.22,3
-118.47,160000,2717,22,8350,"A",2452,9135,25.008,34.23,2
-118.48,258600,310,35,1963,"A",297,919,47.583,34.23,3
-118.48,273100,263,30,1762,"A",292,761,65.268,34.23,3
-118.48,239900,707,29,3354,"A",650,1752,45.484,34.23,3
-118.46,169400,1499,20,4609,"A",1377,5349,27.121,34.23,2
-118.46,154600,1768,16,6338,"A",1632,4718,30.187,34.23,2
-118.43,151900,239,38,921,"A",241,1023,34.514,34.25,3
-118.42,183800,220,36,1181,"A",218,775,47.228,34.24,3
-118.43,171400,313,36,1488,"A",296,1221,40.208,34.24,3
-118.42,177200,281,35,1507,"A",286,1025,45.833,34.24,3
-118.41,179200,195,35,1026,"A",185,753,45.909,34.23,3
-118.41,175900,101,38,490,"A",100,402,3.125,34.24,3
-118.44,165100,212,34,1102,"A",212,949,40.792,34.26,3
-118.44,153900,288,28,1077,"A",293,1377,39.167,34.26,3
-118.43,159300,553,32,2433,"A",532,2318,36.384,34.25,3
-118.44,174300,60,34,325,"A",83,433,55.124,34.26,3
-118.44,176000,324,35,1583,"A",351,1481,3.7,34.25,3
-118.45,162500,565,21,2143,"A",497,1803,39.833,34.25,3
-118.45,136500,2193,11,9053,"A",2038,7096,35.082,34.24,2
-118.45,157600,1767,15,5738,"A",1581,4620,23.584,34.23,2
-118.45,205900,794,7,3299,"A",647,2343,30.865,34.24,3
-118.44,173700,231,33,1121,"A",236,1038,48.958,34.25,3
-118.43,178700,261,35,1416,"A",272,995,37.143,34.24,3
-118.43,182500,293,35,1488,"A",288,1112,44.688,34.24,3
-118.44,184000,301,36,1660,"A",307,1225,4.095,34.24,3
-118.44,178200,435,35,2344,"A",399,1531,3.725,34.24,3
-118.42,186700,457,33,2478,"A",446,1567,56.629,34.23,3
-118.42,233000,323,29,1807,"A",310,1234,53.767,34.22,3
-118.43,181500,390,35,2049,"A",385,1286,44.432,34.23,3
-118.43,183800,265,36,1379,"A",246,896,46.827,34.24,3
-118.42,189000,279,34,1550,"A",288,1011,45.375,34.23,3
-118.43,176500,228,35,1225,"A",231,720,34.013,34.23,3
-118.43,173700,369,37,1737,"A",356,1061,39.615,34.23,3
-118.43,172700,241,37,1279,"A",233,987,40.057,34.24,3
-118.44,183100,387,36,1730,"A",353,1099,40.368,34.23,3
-118.43,184600,360,34,1588,"A",340,1080,3.66,34.22,3
-118.44,183800,214,41,1030,"A",223,664,38.083,34.22,3
-118.44,178200,344,39,1529,"A",314,913,3.325,34.22,3
-118.44,181800,429,43,2257,"A",442,1418,45.278,34.23,3
-118.46,170700,617,35,2288,"A",566,2222,26.299,34.22,3
-118.46,168200,333,39,1500,"A",309,998,39.625,34.22,3
-118.46,184400,601,31,2057,"A",579,2397,2.871,34.22,3
-118.45,183000,1168,24,3442,"A",1097,4625,20.699,34.22,2
-118.45,183700,1369,25,4393,"A",1267,3781,25.833,34.23,2
-118.45,185700,786,8,2609,"A",695,1803,27.714,34.22,3
-118.46,145400,2814,19,9902,"A",2660,7307,2.585,34.23,2
-118.44,178800,266,36,1191,"A",248,718,34.612,34.22,3
-118.44,185100,335,37,1665,"A",343,1011,48.703,34.21,3
-118.44,168600,325,41,1440,"A",322,1014,2.875,34.21,3
-118.44,168600,399,41,1582,"A",378,1159,2.825,34.22,3
-118.43,233700,429,34,2300,"A",455,1447,42.656,34.22,3
-118.43,175500,1209,17,3667,"A",1054,2636,2.425,34.21,2
-118.43,187300,295,36,1372,"A",306,774,36.618,34.22,3
-118.4,186300,222,43,1220,"A",230,729,36.442,34.22,3
-118.4,191500,544,30,2453,"A",506,1753,29.803,34.21,3
-118.41,193200,459,35,2215,"A",446,1594,40.167,34.21,3
-118.4,181300,181,45,972,"A",187,554,48.194,34.21,3
-118.4,183800,540,36,2557,"A",491,1556,36.591,34.22,3
-118.4,190000,266,37,1404,"A",274,889,40.049,34.23,3
-118.38,231500,185,38,983,"A",170,513,48.816,34.25,3
-118.37,229200,246,40,1283,"A",236,594,41.121,34.24,3
-118.37,164600,317,32,1444,"A",311,1177,3.6,34.23,3
-118.37,151500,463,17,1787,"A",448,1671,35.521,34.22,3
-118.38,158300,42,38,125,"A",29,63,13.594,34.24,3
-118.4,179500,545,35,2552,"A",503,1850,4.775,34.24,3
-118.39,181900,831,18,3405,"A",795,3001,30.083,34.23,3
-118.39,161600,299,43,1193,"A",320,1184,21.518,34.23,3
-118.4,172700,349,36,1643,"A",337,1414,41.181,34.23,3
-118.41,210500,518,35,2830,"A",524,1577,5.35,34.21,3
-118.41,239900,292,35,1789,"A",267,897,5.592,34.21,3
-118.39,165200,149,40,712,"A",155,533,3.695,34.22,3
-118.39,186800,334,35,1790,"A",345,1277,50.818,34.22,3
-118.39,178500,441,32,1869,"A",432,1516,36.845,34.21,3
-118.39,172400,868,14,2807,"A",803,2729,26.667,34.21,3
-118.38,177700,344,20,1176,"A",318,864,2.375,34.22,3
-118.38,170600,303,35,1468,"A",300,1295,37.708,34.21,3
-118.38,179100,484,33,1981,"A",466,1665,30.833,34.21,3
-118.42,198600,589,34,3004,"A",568,1938,41.857,34.22,3
-118.42,237400,543,29,2893,"A",540,1636,51.586,34.21,3
-118.42,187500,48,34,161,"A",33,66,1,34.2,3
-118.42,207300,278,34,1531,"A",274,1064,56.687,34.23,3
-118.37,176400,326,36,1392,"A",303,1181,31.563,34.21,3
-118.37,176600,455,36,2080,"A",484,1939,42.875,34.21,3
-118.37,175700,558,34,2272,"A",484,2164,37.143,34.21,3
-118.37,174100,581,11,2127,"A",530,1989,29.028,34.22,3
-118.38,150000,100,32,362,"A",102,348,22.679,34.22,3
-118.36,183200,742,15,2485,"A",670,1994,28.333,34.23,3
-118.36,160300,348,37,1512,"A",351,1545,37.663,34.22,3
-118.35,154300,374,41,1560,"A",389,1668,3.025,34.22,3
-118.36,152900,65,41,337,"A",50,198,18.929,34.21,3
-118.38,169500,145,42,715,"A",158,730,3.8,34.21,3
-118.38,181700,1171,23,4138,"A",1068,3911,30.125,34.2,2
-118.39,177200,1028,17,2594,"A",973,3950,20.348,34.2,2
-118.37,159600,470,33,2034,"A",423,1990,37.455,34.21,3
-118.37,171800,609,34,2199,"A",597,2488,29.861,34.2,3
-118.38,171200,395,38,1363,"A",405,1798,23.182,34.21,3
-118.37,170400,309,33,1438,"A",306,1378,28.917,34.2,3
-118.36,176400,685,11,2921,"A",664,1512,41.445,34.19,3
-118.36,188700,423,34,1471,"A",386,995,29.583,34.18,3
-118.36,194900,605,36,2233,"A",599,1934,28.784,34.18,3
-118.37,198900,512,33,1829,"A",500,1345,31.629,34.18,3
-118.37,185100,821,19,2890,"A",705,2203,26.696,34.19,3
-118.39,192000,485,41,2000,"A",461,1439,30.491,34.19,3
-118.39,162500,710,23,1875,"A",657,2555,20.968,34.19,3
-118.39,181300,732,19,2012,"A",731,3483,22.234,34.2,3
-118.37,171600,867,41,2924,"A",836,2751,2.1,34.19,3
-118.38,176300,394,37,1434,"A",404,1667,24.375,34.19,3
-118.38,187500,285,32,993,"A",248,1044,24.306,34.2,3
-118.4,211900,1293,13,4859,"A",1200,3351,36.875,34.2,2
-118.4,181300,231,37,934,"A",230,587,3.625,34.19,3
-118.4,226400,655,30,2392,"A",609,1987,28.424,34.2,3
-118.4,191300,599,35,2180,"A",574,1483,30.395,34.19,3
-118.41,2e+05,242,39,1169,"A",247,612,41.429,34.19,3
-118.41,217200,654,32,2734,"A",610,2209,35.164,34.2,3
-118.42,221500,908,24,3148,"A",839,2850,19.549,34.2,3
-118.41,193800,145,42,779,"A",148,450,39.792,34.19,3
-118.42,222500,572,34,2622,"A",573,1997,3.338,34.19,3
-118.42,231700,970,27,3201,"A",948,3403,22.377,34.2,3
-118.42,269700,790,33,3353,"A",775,2318,22.589,34.19,3
-118.42,230800,830,33,3285,"A",786,2281,26.165,34.19,3
-118.42,225600,880,27,3760,"A",812,2022,31.551,34.18,3
-118.42,335500,646,31,2887,"A",637,1626,36.745,34.18,3
-118.42,202200,353,30,1323,"A",333,856,33.594,34.18,3
-118.43,267500,662,33,2717,"A",597,1546,39.099,34.18,3
-118.43,282200,510,31,2417,"A",507,1102,38.906,34.18,3
-118.42,382400,150,40,1013,"A",166,449,57.143,34.18,3
-118.41,190700,225,45,1106,"A",228,595,36.625,34.19,3
-118.41,237900,356,43,1840,"A",323,966,47.171,34.18,3
-118.41,262200,513,30,2008,"A",496,1052,30.119,34.18,3
-118.41,224600,425,37,1993,"A",400,939,28.021,34.19,3
-118.4,216700,126,30,521,"A",129,306,41.125,34.19,3
-118.4,261800,356,35,1631,"A",368,862,36.007,34.19,3
-118.4,312700,899,32,3724,"A",791,1912,35.711,34.18,3
-118.4,286000,911,27,3588,"A",871,1891,34.013,34.17,3
-118.39,204200,989,25,3794,"A",876,2454,29.982,34.19,3
-118.39,240200,389,42,1957,"A",414,985,29.327,34.18,3
-118.39,241500,818,26,3345,"A",773,1599,33.516,34.17,3
-118.39,223800,91,44,477,"A",112,220,33.906,34.18,3
-118.39,192900,191,36,904,"A",191,627,24.167,34.19,3
-118.4,364700,250,45,1176,"A",228,471,23.333,34.16,3
-118.4,384700,284,35,1354,"A",262,501,38.056,34.16,3
-118.4,364700,580,34,2638,"A",551,1150,42.989,34.16,3
-118.41,465800,505,32,3060,"A",510,1159,63.703,34.16,3
-118.41,330900,428,35,2027,"A",402,879,4.692,34.17,3
-118.38,181500,289,42,1308,"A",302,950,27.379,34.19,3
-118.38,190800,568,40,2079,"A",526,1396,30.061,34.18,3
-118.38,165300,1527,27,4834,"A",1432,3847,21.449,34.18,2
-118.38,2e+05,651,24,1983,"A",574,2251,24.792,34.18,3
-118.38,238500,454,33,1588,"A",392,739,28.208,34.17,3
-118.39,222400,372,40,1696,"A",385,835,36.563,34.17,3
-118.37,190200,373,36,1608,"A",374,1217,29.728,34.18,3
-118.37,178400,300,42,1140,"A",252,643,33.958,34.18,3
-118.38,186400,179,44,901,"A",179,473,33.125,34.18,3
-118.38,177400,264,30,977,"A",258,736,19.866,34.19,3
-118.37,177300,794,35,2949,"A",746,2106,29.228,34.18,3
-118.38,174200,1060,32,3553,"A",1010,3129,25.603,34.18,3
-118.36,2e+05,354,31,1109,"A",334,1119,23.056,34.18,3
-118.36,199500,505,31,1939,"A",466,1584,25.234,34.17,3
-118.37,191800,416,42,1713,"A",427,1349,32.596,34.17,3
-118.41,276100,663,35,2785,"A",614,1631,39.038,34.18,3
-118.41,366100,648,27,3277,"A",615,1382,3.875,34.17,3
-118.41,291700,384,35,1975,"A",406,882,4.375,34.18,3
-118.43,292900,696,32,3202,"A",621,1573,34.449,34.17,3
-118.43,341800,507,35,2922,"A",485,1130,5.451,34.17,3
-118.43,336900,331,37,1982,"A",340,794,59.275,34.17,3
-118.43,353600,489,34,2459,"A",463,1139,40.347,34.16,3
-118.43,343400,478,41,2050,"A",490,850,34.208,34.16,3
-118.43,333900,184,40,1134,"A",187,452,4.569,34.16,3
-118.42,365000,602,27,2795,"A",535,1073,51.496,34.15,3
-118.42,359700,363,31,2235,"A",370,914,61.359,34.17,3
-118.42,367900,1040,28,4664,"A",961,1963,39.028,34.16,3
-118.41,275000,150,14,577,"A",130,372,41.875,34.16,3
-118.42,386100,566,25,2769,"A",545,1201,36.641,34.16,3
-118.4,269200,1283,24,4443,"A",1180,2421,22.652,34.17,2
-118.39,283600,748,28,2790,"A",697,1351,32.052,34.17,3
-118.39,265200,1611,26,6429,"A",1491,2806,31.929,34.17,2
-118.39,414300,279,46,1582,"A",283,603,51.169,34.16,3
-118.39,444700,286,37,1388,"A",258,547,51.584,34.16,3
-118.38,192300,622,30,2016,"A",557,1359,27.708,34.17,3
-118.38,309400,593,46,2609,"A",585,1055,33.177,34.16,3
-118.38,319400,501,31,2197,"A",474,944,37.312,34.16,3
-118.36,194100,560,44,2295,"A",528,1543,23.851,34.17,3
-118.37,185400,1011,15,3327,"A",857,2683,23.784,34.17,3
-118.37,184400,171,42,600,"A",181,377,24.107,34.17,3
-118.37,221400,473,10,1431,"A",429,1438,22.756,34.17,3
-118.37,325000,350,6,854,"A",321,542,0.8198,34.17,3
-118.37,250000,2007,6,6526,"A",1790,3298,27.231,34.16,2
-118.37,225000,748,10,2606,"A",680,1373,36.128,34.16,3
-118.37,262500,618,25,2450,"A",578,1054,36.375,34.16,3
-118.37,282300,382,40,1973,"A",352,774,44.122,34.16,3
-118.36,274300,709,43,2850,"A",670,1510,24.835,34.16,3
-118.36,325000,556,32,2455,"A",493,989,40.764,34.16,3
-118.37,232400,1148,17,4150,"A",1041,1808,35.051,34.16,3
-118.37,209400,871,11,2901,"A",789,1659,31.106,34.16,3
-118.36,322900,335,45,1755,"A",342,822,51.423,34.16,3
-118.36,417900,442,42,2304,"A",429,862,43.542,34.16,3
-118.35,500001,393,35,2245,"A",402,783,41.544,34.15,3
-118.43,140500,1271,20,4090,"A",1053,2824,2.773,34.2,2
-118.43,226500,671,26,2867,"A",640,1955,4.125,34.21,3
-118.44,241300,435,28,1732,"A",417,1198,29.219,34.2,3
-118.44,221200,1477,20,5756,"A",1369,4031,32.448,34.21,2
-118.45,195600,733,30,2331,"A",707,2172,21.888,34.21,3
-118.45,202100,1150,19,3666,"A",1090,2657,29.688,34.2,2
-118.46,202700,816,13,2926,"A",802,1867,35.255,34.2,3
-118.46,186900,657,7,2081,"A",535,1456,3.5,34.21,3
-118.47,220000,603,34,2512,"A",584,1805,29.735,34.21,3
-118.47,229100,1143,20,3939,"A",1002,2475,29.025,34.2,3
-118.48,197400,723,25,2879,"A",649,2077,33.864,34.21,3
-118.48,189900,559,26,2027,"A",513,1545,28.974,34.2,3
-118.48,93800,1214,22,3430,"A",1092,3618,21.974,34.22,2
-118.49,225000,449,25,1131,"A",420,746,13.565,34.21,3
-118.49,202000,571,23,2087,"A",553,1809,31.667,34.19,3
-118.49,215800,206,35,1109,"A",202,515,52.118,34.2,3
-118.5,217700,344,34,1617,"A",305,938,3.915,34.2,3
-118.48,255400,1083,12,3831,"A",967,2258,24.375,34.2,3
-118.48,191700,864,23,2850,"A",777,2249,26.957,34.2,3
-118.48,221100,1594,20,5699,"A",1381,3809,28.646,34.19,2
-118.48,210400,423,36,2058,"A",423,1132,38.833,34.19,3
-118.47,281700,1477,25,4590,"A",1195,2723,27.118,34.2,2
-118.47,292900,943,33,3879,"A",843,2113,3.892,34.19,3
-118.45,190500,450,27,1572,"A",455,1039,25.562,34.2,3
-118.45,230800,800,18,2729,"A",742,2099,25.842,34.2,3
-118.46,205600,1350,22,4855,"A",1258,2519,30.893,34.2,2
-118.45,192200,254,37,1073,"A",253,739,24.667,34.19,3
-118.46,233500,1820,20,5992,"A",1632,4826,27.237,34.19,2
-118.46,256300,295,35,1491,"A",309,779,61.142,34.19,3
-118.43,238100,694,29,3051,"A",679,1942,31.118,34.2,3
-118.44,234900,623,36,2698,"A",554,1544,27.375,34.2,3
-118.44,225600,478,35,1717,"A",495,1628,25.197,34.2,3
-118.44,232500,950,17,2934,"A",889,2517,2.936,34.2,3
-118.43,245500,739,27,3440,"A",712,1827,4.125,34.19,3
-118.44,243600,344,37,1516,"A",347,983,5,34.19,3
-118.44,215500,959,19,3487,"A",835,2278,26.709,34.19,3
-118.44,199100,459,29,1599,"A",438,1143,24.583,34.19,3
-118.43,271100,568,22,2052,"A",572,1254,26.364,34.18,3
-118.44,221000,496,36,2077,"A",528,1206,22.326,34.18,3
-118.44,178100,951,11,2891,"A",768,2166,2.891,34.19,3
-118.44,154200,592,17,1546,"A",556,2423,21.977,34.18,3
-118.45,181300,900,11,2479,"A",855,2466,22.264,34.19,3
-118.45,158300,826,22,2516,"A",713,3350,20.192,34.18,3
-118.46,174200,719,27,2582,"A",718,2038,30.877,34.18,3
-118.47,225000,196,41,1104,"A",196,495,50.929,34.19,3
-118.45,228800,388,39,1810,"A",380,839,37.171,34.18,3
-118.45,246400,442,34,1843,"A",417,861,36.875,34.18,3
-118.46,251400,386,33,1791,"A",397,844,45.081,34.18,3
-118.46,253200,465,35,1819,"A",419,1336,34.583,34.18,3
-118.44,215000,270,35,972,"A",256,550,22.461,34.18,3
-118.44,286700,1134,25,4966,"A",958,1941,38.081,34.17,3
-118.45,225000,486,33,2077,"A",450,1021,36.019,34.18,3
-118.43,210000,1105,25,3830,"A",1017,2328,26.238,34.18,3
-118.44,286100,414,33,2127,"A",391,1056,4.375,34.18,3
-118.43,266000,404,33,1679,"A",412,933,26.979,34.17,3
-118.43,353100,424,34,2180,"A",429,906,44.464,34.17,3
-118.43,500001,102,42,777,"A",113,284,112.093,34.17,3
